Product Name,Set,Card Number,Rarity,Variance,Grade,Card Condition,Quantity,Series,File Name
Cynthia's Power Weight ,Destined Rivals,162,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Cynthias_Power_Weight 
Cynthia's Roselia ,Destined Rivals,7,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Cynthias_Roselia 
Cynthia's Spiritomb ,Destined Rivals,129,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Cynthias_Spiritomb 
Dipplin ,Destined Rivals,17,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Dipplin 
Dwebble ,Destined Rivals,11,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Dwebble 
Electabuzz ,Destined Rivals,68,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Electabuzz 
Electrike ,Destined Rivals,75,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Electrike 
Emcee's Hype ,Destined Rivals,163,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Emcees_Hype 
Energy Recycler ,Destined Rivals,164,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Energy_Recycler 
Ethan's Adventure ,Destined Rivals,165,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Ethans_Adventure 
Ethan's Cyndaquil ,Destined Rivals,32,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Ethans_Cyndaquil 
Ethan's Pichu ,Destined Rivals,71,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Ethans_Pichu 
Ethan's Pinsir ,Destined Rivals,1,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Ethans_Pinsir 
Ethan's Slugma ,Destined Rivals,35,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Ethans_Slugma 
Ethan's Sudowoodo ,Destined Rivals,93,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Ethans_Sudowoodo 
Floatzel ,Destined Rivals,58,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Floatzel 
Fomantis ,Destined Rivals,13,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Fomantis 
Forretress ,Destined Rivals,140,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Forretress 
Granite Cave ,Destined Rivals,166,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Granite_Cave 
Hearthflame Mask Ogerpon ,Destined Rivals,44,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Hearthflame_Mask_Ogerpon 
Hippopotas ,Destined Rivals,105,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Hippopotas 
Hippowdon ,Destined Rivals,106,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Hippowdon 
Huntail ,Destined Rivals,55,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Huntail 
Kangaskhan ,Destined Rivals,151,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Kangaskhan 
Lurantis ,Destined Rivals,14,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Lurantis 
Manectric ,Destined Rivals,76,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Manectric 
Mankey ,Destined Rivals,90,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Mankey 
Marnie's Impidimp ,Destined Rivals,134,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Marnies_Impidimp 
Marnie's Liepard ,Destined Rivals,131,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Marnies_Liepard 
Marnie's Morgrem ,Destined Rivals,135,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Marnies_Morgrem 
Marnie's Morpeko ,Destined Rivals,137,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Marnies_Morpeko 
Marnie's Purrloin ,Destined Rivals,130,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Marnies_Purrloin 
Marnie's Scrafty ,Destined Rivals,133,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Marnies_Scrafty 
Marnie's Scraggy ,Destined Rivals,132,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Marnies_Scraggy 
Medicham ,Destined Rivals,100,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Medicham 
Meditite ,Destined Rivals,99,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Meditite 
Misty's Lapras ,Destined Rivals,50,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Mistys_Lapras 
Misty's Magikarp ,Destined Rivals,48,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Mistys_Magikarp 
Misty's Psyduck ,Destined Rivals,45,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Mistys_Psyduck 
Misty's Starmie ,Destined Rivals,47,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Mistys_Starmie 
Misty's Staryu ,Destined Rivals,46,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Mistys_Staryu 
Mudbray ,Destined Rivals,107,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Mudbray 
Mudsdale ,Destined Rivals,108,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Mudsdale 
Pineco ,Destined Rivals,4,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Pineco 
Ponyta ,Destined Rivals,29,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Ponyta 
Primeape ,Destined Rivals,91,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Primeape 
Probopass ,Destined Rivals,98,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Probopass 
Rapidash ,Destined Rivals,30,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Rapidash 
Rellor ,Destined Rivals,24,Common,Normal,Ungraded,Near Mint,8,Scarlet and Violet,Rellor 
Rotom ,Destined Rivals,77,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Rotom 
Sacred Ash ,Destined Rivals,168,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Sacred Ash 
Shaymin ,Destined Rivals,10,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Shaymin 
Skarmory ,Destined Rivals,141,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Skarmory 
Smoliv ,Destined Rivals,21,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Smoliv 
Snover ,Destined Rivals,59,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Snover 
Spikemuth Gym ,Destined Rivals,169,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Spikemuth_Gym 
Squawkabilly ,Destined Rivals,160,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Squawkabilly 
Steven's Beldum ,Destined Rivals,143,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Stevens_Beldum 
Steven's Carbink ,Destined Rivals,86,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Stevens_Carbink 
Steven's Claydol ,Destined Rivals,84,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Stevens_Claydol 
Steven's Metang ,Destined Rivals,144,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Stevens_Metang 
Taillow ,Destined Rivals,156,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Taillow 
Tauros ,Destined Rivals,152,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Tauros 
Teal Mask Ogerpon ,Destined Rivals,26,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Teal_Mask_Ogerpon 
Team Rocket's Ampharos ,Destined Rivals,74,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Ampharos 
Team Rocket's Arbok ,Destined Rivals,113,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Arbok 
Team Rocket's Archer ,Destined Rivals,170,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Archer 
Team Rocket's Ariana ,Destined Rivals,171,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Ariana 
Team Rocket's Blipbug ,Destined Rivals,15,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Team_Rockets_Blipbug 
Team Rocket's Bother ,Destined Rivals,172,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Bother_bot
Team Rocket's Chingling ,Destined Rivals,85,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Chingling 
Team Rocket's Dottler ,Destined Rivals,88,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Dottler 
Team Rocket's Drowzee ,Destined Rivals,79,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Team_Rockets_Drowzee 
Team Rocket's Ekans ,Destined Rivals,112,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Ekans 
Team Rocket's Factory ,Destined Rivals,173,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Factory 
Team Rocket's Flaaffy ,Destined Rivals,73,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Flaaffy 
Team Rocket's Giovanni ,Destined Rivals,174,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Giovanni 
Team Rocket's Golbat ,Destined Rivals,121,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Golbat 
Team Rocket's Great Ball ,Destined Rivals,175,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Great_Ball 
Team Rocket's Grimer ,Destined Rivals,123,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Team_Rockets_Grimer 
Team Rocket's Houndoom ,Destined Rivals,38,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Houndoom 
Team Rocket's Houndour ,Destined Rivals,37,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Team_Rockets_Houndour 
Team Rocket's Hypno ,Destined Rivals,80,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Hypno 
Team Rocket's Koffing ,Destined Rivals,125,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Koffing 
Team Rocket's Larvitar ,Destined Rivals,94,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Team_Rockets_Larvitar 
Team Rocket's Mareep ,Destined Rivals,72,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Team_Rockets_Mareep 
Team Rocket's Meowth ,Destined Rivals,149,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Meowth 
Team Rocket's Mimikyu ,Destined Rivals,87,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Mimikyu 
Team Rocket's Muk ,Destined Rivals,124,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Muk 
Team Rocket's Murkrow ,Destined Rivals,127,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Murkrow 
Team Rocket's Nidoqueen ,Destined Rivals,116,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Nidoqueen 
Team Rocket's Nidoran F ,Destined Rivals,114,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Nidoran_F 
Team Rocket's Nidoran M ,Destined Rivals,117,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Team_Rockets_Nidoran_M 
Team Rocket's Nidorino ,Destined Rivals,118,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Nidorino 
Team Rocket's Orbeetle ,Destined Rivals,89,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Orbeetle 
Team Rocket's Petrel ,Destined Rivals,176,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Petrel 
Team Rocket's Porygon ,Destined Rivals,153,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Porygon 
Team Rocket's Porygon2,Destined Rivals,154,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Porygon2
Team Rocket's Porygon-Z  ,Destined Rivals,155,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Porygon_Z  
Team Rocket's Proton ,Destined Rivals,177,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Proton 
Team Rocket's Pupitar ,Destined Rivals,95,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Pupitar 
Team Rocket's Rattata ,Destined Rivals,147,Common,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Rattata 
Team Rocket's Tarountula ,Destined Rivals,19,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Tarountula 
Team Rocket's Transceiver ,Destined Rivals,178,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Transceiver 
Team Rocket's Venture Bomb ,Destined Rivals,179,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Venture Bomb 
Team Rocket's Watchtower ,Destined Rivals,180,Uncommon,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Watchtower 
Team Rocket's Weezing ,Destined Rivals,126,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Team_Rockets_Weezing 
Team Rocket's Zubat ,Destined Rivals,120,Common,Normal,Ungraded,Near Mint,4,Scarlet and Violet,Team_Rockets_Zubat 
TM Machine ,Destined Rivals,181,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,TM_Machine 
Torchic ,Destined Rivals,40,Common,Normal,Ungraded,Near Mint,2,Scarlet and Violet,Torchic 
Wash Rotom ,Destined Rivals,61,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Wash_Rotom 
Wellspring Mask Ogerpon ,Destined Rivals,67,Uncommon,Normal,Ungraded,Near Mint,3,Scarlet and Violet,Wellspring_Mask_Ogerpon 
Yanma ,Destined Rivals,2,Common,Normal,Ungraded,Near Mint,5,Scarlet and Violet,Yanma 
Abomasnow ,Destined Rivals,60,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Abomasnow 
Annihilape ,Destined Rivals,92,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Annihilape 
Arven's Maschiff ,Destined Rivals,138,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Arvens_Maschiff 
Arven's Sandwich ,Destined Rivals,161,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Arvens_Sandwich 
Arven's Skwovet ,Destined Rivals,158,Common,Reverse Holofoil,Ungraded,Near Mint,4,Scarlet and Violet,Arvens_Skwovet 
Arven's Toedscool ,Destined Rivals,109,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Arvens_Toedscool 
Arven's Toedscruel ,Destined Rivals,110,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Arvens_Toedscruel 
Blaziken ,Destined Rivals,42,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Blaziken 
Buizel ,Destined Rivals,57,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Buizel 
Crustle ,Destined Rivals,12,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Crustle 
Cynthia's Milotic ,Destined Rivals,53,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Cynthias_Milotic 
Cynthia's Roserade ,Destined Rivals,8,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Cynthias_Roserade 
Cynthia's Spiritomb ,Destined Rivals,129,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Cynthias_Spiritomb 
Emcee's Hype ,Destined Rivals,163,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Emcees_Hype 
Ethan's Cyndaquil ,Destined Rivals,32,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Ethans_Cyndaquil 
Ethan's Pichu ,Destined Rivals,71,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Ethans_Pichu 
Ethan's Slugma ,Destined Rivals,35,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Ethans_Slugma 
Ethan's Sudowoodo ,Destined Rivals,93,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Ethans_Sudowoodo 
Ethan's Typhlosion ,Destined Rivals,34,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Ethans_Typhlosion 
Floatzel ,Destined Rivals,58,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Floatzel 
Fomantis ,Destined Rivals,13,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Fomantis 
Gorebyss ,Destined Rivals,56,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Gorebyss 
Heat Rotom ,Destined Rivals,43,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Heat Rotom 
Hippopotas ,Destined Rivals,105,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Hippopotas 
Huntail ,Destined Rivals,55,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Huntail 
Judge ,Destined Rivals,167,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Judge 
Lurantis ,Destined Rivals,14,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Lurantis 
Mankey ,Destined Rivals,90,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mankey 
Marnie's Impidimp ,Destined Rivals,134,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Marnies_Impidimp 
Marnie's Morgrem ,Destined Rivals,135,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Marnies_Morgrem 
Marnie's Scrafty ,Destined Rivals,133,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Marnies_Scrafty 
Marnie's Scraggy ,Destined Rivals,132,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Marnies_Scraggy 
Meditite ,Destined Rivals,99,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Meditite 
Misty's Lapras ,Destined Rivals,50,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Mistys_Lapras 
Misty's Psyduck ,Destined Rivals,45,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mistys_Psyduck 
Mudsdale ,Destined Rivals,108,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mudsdale 
Nosepass ,Destined Rivals,97,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Nosepass 
Pineco ,Destined Rivals,4,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Pineco 
Ponyta ,Destined Rivals,29,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Ponyta 
Primeape ,Destined Rivals,91,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Primeape 
Probopass ,Destined Rivals,98,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Probopass 
Sacred Ash ,Destined Rivals,168,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Sacred Ash 
Shroomish ,Destined Rivals,5,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Shroomish 
Smoliv ,Destined Rivals,21,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Smoliv 
Snover ,Destined Rivals,59,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Snover 
Steven's Baltoy ,Destined Rivals,83,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Stevens_Baltoy 
Steven's Beldum ,Destined Rivals,143,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Stevens_Beldum 
Swellow ,Destined Rivals,157,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Swellow 
Tauros ,Destined Rivals,152,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tauros 
Team Rocket's Arbok ,Destined Rivals,113,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Arbok 
Team Rocket's Blipbug ,Destined Rivals,15,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Blipbug 
Team Rocket's Chingling ,Destined Rivals,85,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Chingling 
Team Rocket's Dottler ,Destined Rivals,88,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Dottler 
Team Rocket's Drowzee ,Destined Rivals,79,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_drowzee 
Team Rocket's Energy ,Destined Rivals,182,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Energy 
Team Rocket's Factory ,Destined Rivals,173,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Factory 
Team Rocket's Giovanni ,Destined Rivals,174,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Giovanni 
Team Rocket's Grimer ,Destined Rivals,123,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Grimer 
Team Rocket's Koffing ,Destined Rivals,125,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Koffing 
Team Rocket's Mareep ,Destined Rivals,72,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Mareep 
Team Rocket's Meowth ,Destined Rivals,149,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Meowth 
Team Rocket's Muk ,Destined Rivals,124,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Muk 
Team Rocket's Murkrow ,Destined Rivals,127,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Murkrow 
Team Rocket's Nidorina ,Destined Rivals,115,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Nidorina 
Team Rocket's Petrel ,Destined Rivals,176,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Petrel 
Team Rocket's Porygon ,Destined Rivals,153,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Team_Rockets_Porygon 
Team Rocket's Porygon2,Destined Rivals,154,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Porygon2
Team Rocket's Porygon-Z  ,Destined Rivals,155,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Porygon_Z  
Team Rocket's Spidops ,Destined Rivals,20,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Spidops 
Team Rocket's Transceiver ,Destined Rivals,178,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Team_Rockets_Transceiver 
Wash Rotom ,Destined Rivals,61,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Wash_Rotom 
Yanma ,Destined Rivals,2,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Yanma 
Baltoy ,Dragons Exalted,63,Common,Normal,Ungraded,Near Mint,1,Black and White,Baltoy 
Buizel ,Dragons Exalted,32,Common,Normal,Ungraded,Near Mint,2,Black and White,Buizel 
Cubone ,Dragons Exalted,60,Common,Normal,Ungraded,Near Mint,2,Black and White,Cubone 
Feebas ,Dragons Exalted,27,Common,Normal,Ungraded,Near Mint,2,Black and White,Feebas 
Flaaffy ,Dragons Exalted,39,Uncommon,Normal,Ungraded,Near Mint,1,Black and White,Flaaffy 
Floatzel ,Dragons Exalted,33,Uncommon,Normal,Ungraded,Near Mint,2,Black and White,Floatzel 
Gabite (89),Dragons Exalted,89,Uncommon,Normal,Ungraded,Near Mint,2,Black and White,Gabite_89
Garchomp (91),Dragons Exalted,91,Rare,Normal,Ungraded,Near Mint,1,Black and White,Garchomp_91
Giant Cape ,Dragons Exalted,114,Uncommon,Normal,Ungraded,Near Mint,1,Black and White,Giant Cape 
Gible (87),Dragons Exalted,87,Common,Normal,Ungraded,Near Mint,2,Black and White,Gible_87
